4566445	CONTINUA	0
4567250	CONTINUA	0
4568886	CONTINUA	0
4568893	CONTINUA	0
4569769	CONTINUA	0
4572053	CONTINUA	0
4572920	CONTINUA	0
4573203	CONTINUA	0
4573341	CONTINUA	0
4573888	CONTINUA	0
4576703	CONTINUA	0
4576869	CONTINUA	0
4576989	CONTINUA	0
4577023	CONTINUA	0
4579898	CONTINUA	0
4581974	CONTINUA	0
4582109	CONTINUA	0
4583853	CONTINUA	0
4585628	CONTINUA	0
4586002	CONTINUA	0
4586922	CONTINUA	0
4588257	CONTINUA	0
4589068	CONTINUA	0
4591163	CONTINUA	0
4593495	CONTINUA	0
4593535	CONTINUA	0
4601971	CONTINUA	0
4602234	BAJA+2	1
4606014	CONTINUA	0
4606551	CONTINUA	0
4607462	CONTINUA	0
4607622	CONTINUA	0
4609005	CONTINUA	0
4609124	CONTINUA	0
4610434	CONTINUA	0
4610638	CONTINUA	0
4610802	CONTINUA	0
4612837	CONTINUA	0
4613048	CONTINUA	0
4614119	CONTINUA	0
4615087	CONTINUA	0
4615184	CONTINUA	0
4616934	CONTINUA	0
4617949	CONTINUA	0
4618385	CONTINUA	0
4620528	CONTINUA	0
4620830	CONTINUA	0
4621932	CONTINUA	0
4623123	CONTINUA	0
4623283	CONTINUA	0
4623456	CONTINUA	0
4623880	CONTINUA	0
4624235	CONTINUA	0
4624961	CONTINUA	0
4625155	CONTINUA	0
4625815	CONTINUA	0
4626868	CONTINUA	0
4628178	CONTINUA	0
4632108	CONTINUA	0
4634188	CONTINUA	0
4634609	CONTINUA	0
4636465	CONTINUA	0
4636528	CONTINUA	0
4638083	CONTINUA	0
4638225	CONTINUA	0
4645350	CONTINUA	0
4646600	CONTINUA	0
4648994	CONTINUA	0
4649914	CONTINUA	0
4650053	CONTINUA	0
4650376	CONTINUA	0
4650606	CONTINUA	0
4652010	CONTINUA	0
4652148	CONTINUA	0
4652255	CONTINUA	0
4653584	CONTINUA	0
4654910	CONTINUA	0
4655563	CONTINUA	0
4656553	CONTINUA	0
4657903	CONTINUA	0
4660885	CONTINUA	0
4663332	CONTINUA	0
4663433	CONTINUA	0
4664102	CONTINUA	0
4664510	CONTINUA	0
4667234	CONTINUA	0
4667495	CONTINUA	0
4667909	CONTINUA	0
4668679	CONTINUA	0
4668930	CONTINUA	0
4669317	CONTINUA	0
4669493	CONTINUA	0
4673360	CONTINUA	0
4674815	CONTINUA	0
4675619	CONTINUA	0
4676593	CONTINUA	0
4676794	CONTINUA	0
4679084	CONTINUA	0
4679241	CONTINUA	0
4679364	CONTINUA	0
4679807	CONTINUA	0
4680356	CONTINUA	0
4681004	CONTINUA	0
4684466	CONTINUA	0
4685317	CONTINUA	0
4686036	CONTINUA	0
4687010	CONTINUA	0
4687849	CONTINUA	0
4687921	CONTINUA	0
4688311	CONTINUA	0
4689451	CONTINUA	0
4691324	CONTINUA	0
4692527	CONTINUA	0
4692750	CONTINUA	0
4693683	CONTINUA	0
4694858	CONTINUA	0
4695270	CONTINUA	0
4696259	CONTINUA	0
4697971	CONTINUA	0
4698405	CONTINUA	0
4699410	CONTINUA	0
4700299	CONTINUA	0
4700978	CONTINUA	0
4702574	CONTINUA	0
4703815	CONTINUA	0
4704958	CONTINUA	0
4707428	CONTINUA	0
4708791	CONTINUA	0
4710824	CONTINUA	0
4719805	CONTINUA	0
4720186	CONTINUA	0
4720484	CONTINUA	0
4720650	CONTINUA	0
4722064	CONTINUA	0
4728881	CONTINUA	0
4729051	CONTINUA	0
4729591	CONTINUA	0
4730597	CONTINUA	0
4731260	CONTINUA	0
4736908	CONTINUA	0
4737323	CONTINUA	0
4737493	CONTINUA	0
4738206	CONTINUA	0
4740395	CONTINUA	0
4742786	CONTINUA	0
4743081	CONTINUA	0
4743361	CONTINUA	0
4743471	CONTINUA	0
4744106	CONTINUA	0
4744304	CONTINUA	0
4745089	CONTINUA	0
4745808	CONTINUA	0
4746719	CONTINUA	0
4748727	CONTINUA	0
4750178	CONTINUA	0
4750401	BAJA+1	0
4750411	CONTINUA	0
4750436	CONTINUA	0
4750838	CONTINUA	0
4751975	CONTINUA	0
4753565	CONTINUA	0
4754614	CONTINUA	0
4756160	CONTINUA	0
4756735	CONTINUA	0
4758183	CONTINUA	0
4760040	CONTINUA	0
4760593	CONTINUA	0
4761014	CONTINUA	0
4762776	CONTINUA	0
4762971	CONTINUA	0
4763769	CONTINUA	0
4764944	CONTINUA	0
4765164	CONTINUA	0
4767548	CONTINUA	0
4768302	CONTINUA	0
4768717	CONTINUA	0
4768858	CONTINUA	0
4770401	CONTINUA	0
4771387	CONTINUA	0
4771997	CONTINUA	0
4772367	CONTINUA	0
4773671	CONTINUA	0
4774805	CONTINUA	0
4776065	CONTINUA	0
4776194	CONTINUA	0
4778245	CONTINUA	0
4781192	CONTINUA	0
4782376	CONTINUA	0
4784478	CONTINUA	0
4784516	CONTINUA	0
4785210	CONTINUA	0
4786005	CONTINUA	0
4786351	CONTINUA	0
4787994	CONTINUA	0
4789901	CONTINUA	0
4790937	CONTINUA	0
4790975	CONTINUA	0
4791971	CONTINUA	0
4792794	CONTINUA	0
4793180	CONTINUA	0
4795480	CONTINUA	0
4796397	CONTINUA	0
4797629	CONTINUA	0
4798289	CONTINUA	0
4798461	CONTINUA	0
4798750	CONTINUA	0
4798851	CONTINUA	0
4799825	CONTINUA	0
4800525	CONTINUA	0
4802992	CONTINUA	0
4803695	CONTINUA	0
4803793	CONTINUA	0
4804437	CONTINUA	0
4805178	CONTINUA	0
4806275	CONTINUA	0
4806796	CONTINUA	0
4808383	CONTINUA	0
4809259	CONTINUA	0
4809928	CONTINUA	0
4812027	CONTINUA	0
4812071	CONTINUA	0
4813092	CONTINUA	0
4813409	CONTINUA	0
4814795	CONTINUA	0
4814845	CONTINUA	0
4816262	CONTINUA	0
4817248	CONTINUA	0
4818144	CONTINUA	0
4818564	CONTINUA	0
4818668	CONTINUA	0
4818910	CONTINUA	0
4820437	CONTINUA	0
4822011	CONTINUA	0
4822297	CONTINUA	0
4822416	CONTINUA	0
4823142	CONTINUA	0
4823933	CONTINUA	0
4824081	CONTINUA	0
4825916	BAJA+2	1
4826453	CONTINUA	0
4830748	CONTINUA	0
4831612	CONTINUA	0
4832322	CONTINUA	0
4832507	CONTINUA	0
4833471	CONTINUA	0
4833553	CONTINUA	0
4834307	CONTINUA	0
4835127	CONTINUA	0
4835862	CONTINUA	0
4836666	CONTINUA	0
4837709	CONTINUA	0
4839632	CONTINUA	0
4839729	CONTINUA	0
4840285	CONTINUA	0
4840502	CONTINUA	0
4840556	CONTINUA	0
4842010	CONTINUA	0
4842846	CONTINUA	0
4843295	CONTINUA	0
4844081	CONTINUA	0
4844834	CONTINUA	0
4845161	CONTINUA	0
4846170	CONTINUA	0
4846855	CONTINUA	0
4847577	CONTINUA	0
4848909	CONTINUA	0
4850675	CONTINUA	0
4853559	CONTINUA	0
4853845	CONTINUA	0
4854193	CONTINUA	0
4855629	CONTINUA	0
4856914	CONTINUA	0
4857178	CONTINUA	0
4858940	CONTINUA	0
4859110	CONTINUA	0
4860049	CONTINUA	0
4860640	CONTINUA	0
4865057	CONTINUA	0
4865327	CONTINUA	0
4865792	CONTINUA	0
4868230	CONTINUA	0
4871604	CONTINUA	0
4872345	CONTINUA	0
4872923	CONTINUA	0
4873169	CONTINUA	0
4873781	CONTINUA	0
4874947	CONTINUA	0
4876301	CONTINUA	0
4876693	CONTINUA	0
4876923	CONTINUA	0
4878107	CONTINUA	0
4878805	CONTINUA	0
4880567	CONTINUA	0
4880969	CONTINUA	0
4881004	CONTINUA	0
4882863	CONTINUA	0
4883840	CONTINUA	0
4884148	CONTINUA	0
4885524	CONTINUA	0
4886605	CONTINUA	0
4887186	CONTINUA	0
4888917	CONTINUA	0
4891918	CONTINUA	0
4893290	CONTINUA	0
4894343	CONTINUA	0
4894833	CONTINUA	0
4895040	CONTINUA	0
4897805	CONTINUA	0
4898276	CONTINUA	0
4901198	CONTINUA	0
4904050	CONTINUA	0
4904936	CONTINUA	0
4905879	CONTINUA	0
4907930	CONTINUA	0
4910330	CONTINUA	0
4910638	CONTINUA	0
4911656	CONTINUA	0
4911776	CONTINUA	0
4911898	CONTINUA	0
4912523	CONTINUA	0
4913086	CONTINUA	0
4916639	CONTINUA	0
4917509	CONTINUA	0
4917798	CONTINUA	0
4919281	BAJA+2	1
4919639	CONTINUA	0
4921075	CONTINUA	0
4922677	CONTINUA	0
4923600	CONTINUA	0
4923940	CONTINUA	0
4924021	CONTINUA	0
4924524	CONTINUA	0
4925539	CONTINUA	0
4926811	CONTINUA	0
4927562	CONTINUA	0
4928294	CONTINUA	0
4930870	CONTINUA	0
4931794	CONTINUA	0
4932601	CONTINUA	0
4933729	CONTINUA	0
4934037	CONTINUA	0
4934122	CONTINUA	0
4934492	CONTINUA	0
4935039	CONTINUA	0
4935108	CONTINUA	0
4935919	CONTINUA	0
4936054	CONTINUA	0
4936195	CONTINUA	0
4936971	CONTINUA	0
4937402	CONTINUA	0
4938903	CONTINUA	0
4940509	CONTINUA	0
4940697	CONTINUA	0
4941372	CONTINUA	0
4941423	CONTINUA	0
4941894	CONTINUA	0
4942155	CONTINUA	0
4942679	CONTINUA	0
4945793	CONTINUA	0
4946233	CONTINUA	0
4949695	CONTINUA	0
4950247	CONTINUA	0
4953053	CONTINUA	0
4954143	CONTINUA	0
4955962	CONTINUA	0
4956543	CONTINUA	0
4956612	CONTINUA	0
4960769	CONTINUA	0
4962019	CONTINUA	0
4963737	CONTINUA	0
4963797	CONTINUA	0
4963879	CONTINUA	0
4964671	CONTINUA	0
4965324	CONTINUA	0
4965632	CONTINUA	0
4967947	CONTINUA	0
4970071	CONTINUA	0
4971139	CONTINUA	0
4971214	CONTINUA	0
4971406	CONTINUA	0
4971532	CONTINUA	0
4972003	CONTINUA	0
4975669	CONTINUA	0
4976279	CONTINUA	0
4978029	CONTINUA	0
4978308	CONTINUA	0
4978563	CONTINUA	0
4980240	CONTINUA	0
4980950	CONTINUA	0
4981186	CONTINUA	0
4982669	CONTINUA	0
