vmax.depth,vmin.child.weight,vnround,ganancia.promedio,tiempo.promedio,ganancias
14.0,19.0,480.0,2295667.0,2220.609,2757500.0,2211667.0,2176667.0,2120000.0,2212500.0
15.0,15.0,480.0,2294500.0,2389.42,2765833.0,2120000.0,2145000.0,2282500.0,2159167.0
15.0,15.0,500.0,2292500.0,2389.42,2720833.0,2078333.0,2165833.0,2315000.0,2182500.0
15.0,17.0,480.0,2291167.0,2516.316,2705000.0,2111667.0,2162500.0,2309167.0,2167500.0
14.0,17.0,480.0,2290833.0,2247.815,2687500.0,2111667.0,2188333.0,2296667.0,2170000.0
15.0,17.0,560.0,2285833.0,2516.316,2697500.0,2110000.0,2134167.0,2179167.0,2308333.0
14.0,13.0,600.0,2285167.0,2299.424,2681667.0,2095000.0,2238333.0,2207500.0,2203333.0
14.0,17.0,500.0,2282500.0,2247.815,2675000.0,2126667.0,2173333.0,2276667.0,2160833.0
14.0,19.0,500.0,2282500.0,2220.609,2714167.0,2150833.0,2208333.0,2154167.0,2185000.0
14.0,13.0,620.0,2282000.0,2299.424,2706667.0,2042500.0,2204167.0,2225000.0,2231667.0
15.0,17.0,520.0,2281333.0,2516.316,2618333.0,2138333.0,2130833.0,2276667.0,2242500.0
15.0,17.0,500.0,2278833.0,2516.316,2643333.0,2140833.0,2172500.0,2217500.0,2220000.0
15.0,15.0,440.0,2278333.0,2389.42,2720000.0,2165833.0,2120000.0,2170833.0,2215000.0
14.0,17.0,460.0,2276333.0,2247.815,2707500.0,2147500.0,2161667.0,2185000.0,2180000.0
14.0,17.0,520.0,2275333.0,2247.815,2735833.0,2010833.0,2111667.0,2318333.0,2200000.0
14.0,13.0,640.0,2274167.0,2299.424,2669167.0,1992500.0,2230833.0,2250000.0,2228333.0
14.0,17.0,540.0,2272333.0,2247.815,2736667.0,2032500.0,2144167.0,2279167.0,2169167.0
15.0,17.0,540.0,2272167.0,2516.316,2645000.0,2086667.0,2115000.0,2229167.0,2285000.0
14.0,13.0,660.0,2271500.0,2299.424,2650000.0,1970833.0,2265833.0,2260000.0,2210833.0
14.0,13.0,680.0,2271500.0,2299.424,2650000.0,1970833.0,2265833.0,2260000.0,2210833.0
14.0,13.0,700.0,2271500.0,2299.424,2650000.0,1970833.0,2265833.0,2260000.0,2210833.0
14.0,13.0,720.0,2271500.0,2299.424,2650000.0,1970833.0,2265833.0,2260000.0,2210833.0
14.0,13.0,740.0,2271500.0,2299.424,2650000.0,1970833.0,2265833.0,2260000.0,2210833.0
14.0,13.0,760.0,2271500.0,2299.424,2650000.0,1970833.0,2265833.0,2260000.0,2210833.0
14.0,13.0,780.0,2271500.0,2299.424,2650000.0,1970833.0,2265833.0,2260000.0,2210833.0
14.0,13.0,800.0,2271500.0,2299.424,2650000.0,1970833.0,2265833.0,2260000.0,2210833.0
14.0,13.0,820.0,2271500.0,2299.424,2650000.0,1970833.0,2265833.0,2260000.0,2210833.0
14.0,13.0,840.0,2271500.0,2299.424,2650000.0,1970833.0,2265833.0,2260000.0,2210833.0
14.0,13.0,860.0,2271500.0,2299.424,2650000.0,1970833.0,2265833.0,2260000.0,2210833.0
14.0,13.0,880.0,2271500.0,2299.424,2650000.0,1970833.0,2265833.0,2260000.0,2210833.0
14.0,13.0,900.0,2271500.0,2299.424,2650000.0,1970833.0,2265833.0,2260000.0,2210833.0
14.0,13.0,920.0,2271500.0,2299.424,2650000.0,1970833.0,2265833.0,2260000.0,2210833.0
14.0,13.0,940.0,2271500.0,2299.424,2650000.0,1970833.0,2265833.0,2260000.0,2210833.0
14.0,13.0,960.0,2271500.0,2299.424,2650000.0,1970833.0,2265833.0,2260000.0,2210833.0
14.0,13.0,980.0,2271500.0,2299.424,2650000.0,1970833.0,2265833.0,2260000.0,2210833.0
14.0,13.0,1000.0,2271500.0,2299.424,2650000.0,1970833.0,2265833.0,2260000.0,2210833.0
15.0,15.0,520.0,2270833.0,2389.42,2695833.0,2028333.0,2154167.0,2311667.0,2164167.0
14.0,19.0,540.0,2269667.0,2220.609,2709167.0,2053333.0,2125000.0,2229167.0,2231667.0
14.0,17.0,560.0,2268333.0,2247.815,2730000.0,2017500.0,2163333.0,2198333.0,2232500.0
14.0,13.0,560.0,2267667.0,2299.424,2585833.0,2159167.0,2181667.0,2223333.0,2188333.0
14.0,13.0,580.0,2267333.0,2299.424,2622500.0,2113333.0,2205000.0,2174167.0,2221667.0
14.0,19.0,520.0,2262167.0,2220.609,2702500.0,2044167.0,2120833.0,2225000.0,2218333.0
14.0,13.0,520.0,2261667.0,2299.424,2725833.0,2042500.0,2046667.0,2312500.0,2180833.0
15.0,15.0,460.0,2260333.0,2389.42,2706667.0,2031667.0,2138333.0,2236667.0,2188333.0
15.0,17.0,440.0,2259833.0,2516.316,2718333.0,2125000.0,2176667.0,2125833.0,2153333.0
14.0,15.0,500.0,2259667.0,2275.871,2720000.0,2008333.0,2117500.0,2251667.0,2200833.0
13.0,15.0,480.0,2259333.0,2189.896,2790833.0,2032500.0,2141667.0,2216667.0,2115000.0
14.0,15.0,480.0,2257000.0,2275.871,2760833.0,2035833.0,2135000.0,2196667.0,2156667.0
15.0,17.0,580.0,2256500.0,2516.316,2639167.0,2019167.0,2149167.0,2187500.0,2287500.0
14.0,13.0,540.0,2256167.0,2299.424,2615000.0,2110000.0,2133333.0,2275000.0,2147500.0
15.0,17.0,460.0,2253833.0,2516.316,2680000.0,2037500.0,2138333.0,2225833.0,2187500.0
15.0,17.0,620.0,2252500.0,2516.316,2667500.0,1989167.0,2181667.0,2195833.0,2228333.0
13.0,15.0,500.0,2252333.0,2189.896,2740833.0,1987500.0,2146667.0,2249167.0,2137500.0
14.0,13.0,480.0,2250833.0,2299.424,2712500.0,2064167.0,2074167.0,2185000.0,2218333.0
14.0,15.0,440.0,2249833.0,2275.871,2687500.0,2165833.0,2079167.0,2120000.0,2196667.0
14.0,15.0,460.0,2249500.0,2275.871,2730000.0,2033333.0,2134167.0,2154167.0,2195833.0
15.0,15.0,420.0,2245500.0,2389.42,2651667.0,2113333.0,2138333.0,2129167.0,2195000.0
15.0,15.0,660.0,2245500.0,2389.42,2606667.0,1936667.0,2265000.0,2229167.0,2190000.0
15.0,15.0,680.0,2245500.0,2389.42,2606667.0,1936667.0,2265000.0,2229167.0,2190000.0
15.0,15.0,700.0,2245500.0,2389.42,2606667.0,1936667.0,2265000.0,2229167.0,2190000.0
15.0,15.0,720.0,2245500.0,2389.42,2606667.0,1936667.0,2265000.0,2229167.0,2190000.0
15.0,15.0,740.0,2245500.0,2389.42,2606667.0,1936667.0,2265000.0,2229167.0,2190000.0
15.0,15.0,760.0,2245500.0,2389.42,2606667.0,1936667.0,2265000.0,2229167.0,2190000.0
15.0,15.0,780.0,2245500.0,2389.42,2606667.0,1936667.0,2265000.0,2229167.0,2190000.0
15.0,15.0,800.0,2245500.0,2389.42,2606667.0,1936667.0,2265000.0,2229167.0,2190000.0
